MainBranch,Age,Employment,RemoteWork,EdLevel,YearsCode,YearsCodePro,DevType,OrgSize,Country,LanguageHaveWorkedWith,AISearchHaveWorkedWith,AIDevHaveWorkedWith,WorkExp,Industry,ConvertedCompYearly
,18-24 years old,,Remote,,6,2,"Developer, full-stack","10,000 or more employees",India,C#;Dart;JavaScript;Kotlin;Python;TypeScript,Bing AI;ChatGPT,GitHub Copilot,3.0,"Information Services, IT, Software Development, or other Technology",48468.0
,18-24 years old,,"Hybrid (some remote, some in-person)",,6,2,"Developer, full-stack","10,000 or more employees",India,Java;Python,ChatGPT,AWS CodeWhisperer,2.0,"Information Services, IT, Software Development, or other Technology",36351.0
,18-24 years old,,In-person,,5,1,"Developer, full-stack",2 to 9 employees,United States of America,C#;HTML/CSS;Java;JavaScript;Kotlin;PowerShell;Rust;SQL;TypeScript,ChatGPT,GitHub Copilot,1.0,"Manufacturing, Transportation, or Supply Chain",65500.0
,25-34 years old,,In-person,,12,6,"Developer, back-end",500 to 999 employees,India,Bash/Shell (all shells);Python;SQL,ChatGPT,AWS CodeWhisperer;GitHub Copilot,5.0,Retail and Consumer Services,20296.0
,25-34 years old,,"Hybrid (some remote, some in-person)",,16,11,"Developer, full-stack",500 to 999 employees,United States of America,Go;HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL;TypeScript,ChatGPT,GitHub Copilot,11.0,Healthcare,70000.0
,25-34 years old,,"Hybrid (some remote, some in-person)",,8,5,Cloud infrastructure engineer,"10,000 or more employees",United States of America,Bash/Shell (all shells);C;C++;Java;PowerShell;Python;TypeScript,ChatGPT;Google Bard AI;Phind,GitHub Copilot,5.0,"Information Services, IT, Software Development, or other Technology",290000.0
,18-24 years old,,In-person,,4,2,"Developer, mobile",100 to 499 employees,Turkey,C;C#;Dart;Go;PHP,ChatGPT,AWS CodeWhisperer;GitHub Copilot,4.0,"Manufacturing, Transportation, or Supply Chain",940.0
,18-24 years old,,"Hybrid (some remote, some in-person)",,5,3,"Developer, full-stack",100 to 499 employees,Germany,C#;Go;HTML/CSS;Java;JavaScript;Lua;Python;Rust;SQL;TypeScript,ChatGPT,GitHub Copilot,5.0,Legal Services,12851.0
,18-24 years old,,Remote,,9,3,"Developer, back-end","1,000 to 4,999 employees",Brazil,C#,ChatGPT,GitHub Copilot,7.0,"Information Services, IT, Software Development, or other Technology",20288.0
,25-34 years old,,"Hybrid (some remote, some in-person)",,10,4,"Developer, full-stack",20 to 99 employees,United States of America,C#;C++;Go;JavaScript;PowerShell;Python;Rust;TypeScript,ChatGPT,GitHub Copilot,14.0,"Information Services, IT, Software Development, or other Technology",165000.0
,45-54 years old,,Remote,,40,28,"Developer, full-stack","1,000 to 4,999 employees",United States of America,C#;JavaScript;Python;Rust;Scala;SQL;TypeScript,Bing AI;ChatGPT,AWS CodeWhisperer;GitHub Copilot,28.0,"Manufacturing, Transportation, or Supply Chain",210000.0
,25-34 years old,,Remote,,13,11,"Developer, back-end",20 to 99 employees,Brazil,Bash/Shell (all shells);C;C#;C++;Go;HTML/CSS;Java;JavaScript;Kotlin;PowerShell;Python;Solidity;SQL;TypeScript;VBA;Visual Basic (.Net),Bing AI;ChatGPT;Google Bard AI,GitHub Copilot,11.0,Financial Services,54777.0
,25-34 years old,,Remote,,10,4,"Engineer, data","10,000 or more employees",United States of America,Java;Rust;Scala;SQL,ChatGPT,GitHub Copilot,4.0,"Manufacturing, Transportation, or Supply Chain",120000.0
,35-44 years old,,Remote,,15,11,"Developer, full-stack",100 to 499 employees,United States of America,HTML/CSS;Java;JavaScript;TypeScript,Bing AI;ChatGPT;Google Bard AI,GitHub Copilot,11.0,"Information Services, IT, Software Development, or other Technology",160000.0
,18-24 years old,,Remote,,7,3,"Developer, full-stack",100 to 499 employees,United States of America,Bash/Shell (all shells);Go;Java;JavaScript;Python;SQL,ChatGPT;WolframAlpha,GitHub Copilot,3.0,"Information Services, IT, Software Development, or other Technology",108000.0
,35-44 years old,,Remote,,28,23,"Developer, full-stack","Just me - I am a freelancer, sole proprietor, etc.",United States of America,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;OCaml,ChatGPT,GitHub Copilot,23.0,"Information Services, IT, Software Development, or other Technology",140000.0
,25-34 years old,,Remote,,8,4,"Developer, back-end",100 to 499 employees,Indonesia,Go,ChatGPT,Codeium;GitHub Copilot,4.0,"Information Services, IT, Software Development, or other Technology",6740.0
,35-44 years old,,Remote,,19,9,"Developer, back-end",20 to 99 employees,United States of America,C;Python,Bing AI;ChatGPT;Google Bard AI,GitHub Copilot,9.0,Healthcare,205110.0
,18-24 years old,,"Hybrid (some remote, some in-person)",,10,1,"Engineer, data","10,000 or more employees",India,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL;TypeScript,ChatGPT;WolframAlpha,Tabnine,1.0,Financial Services,36351.0
,18-24 years old,,Remote,,6,3,"Developer, full-stack",2 to 9 employees,South Africa,Bash/Shell (all shells);C++;Dart;Delphi;GDScript;Go;HTML/CSS;JavaScript;Kotlin;Lua;Nim;PHP;Python;Ruby;SQL;TypeScript;Zig,ChatGPT,GitHub Copilot;Tabnine,3.0,"Information Services, IT, Software Development, or other Technology",15561.0
,25-34 years old,,Remote,,10,4,"Developer, full-stack",500 to 999 employees,Canada,Java;JavaScript;Python;Ruby;TypeScript,ChatGPT,GitHub Copilot,4.0,Legal Services,89222.0
,35-44 years old,,"Hybrid (some remote, some in-person)",,25,22,"Developer, back-end",500 to 999 employees,United Kingdom of Great Britain and Northern Ireland,C#;Go;JavaScript;Kotlin;Python;SQL,ChatGPT,GitHub Copilot,25.0,Financial Services,204828.0
,25-34 years old,,Remote,,25,18,"Developer, full-stack","10,000 or more employees",United States of America,HTML/CSS;JavaScript;Kotlin;SQL;TypeScript,ChatGPT,GitHub Copilot,18.0,Retail and Consumer Services,209040.0
,25-34 years old,,In-person,,3,2,"Developer, full-stack",2 to 9 employees,Germany,Dart;Go;HTML/CSS;JavaScript;Swift;TypeScript,ChatGPT,GitHub Copilot,2.0,"Information Services, IT, Software Development, or other Technology",642537.0
,35-44 years old,,Remote,,25,20,"Senior Executive (C-Suite, VP, etc.)",2 to 9 employees,United States of America,Bash/Shell (all shells);C#;Go;HTML/CSS;JavaScript;Python;Ruby;Rust;Solidity;Swift;TypeScript,ChatGPT;Phind,GitHub Copilot,20.0,"Information Services, IT, Software Development, or other Technology",220000.0
,25-34 years old,,"Hybrid (some remote, some in-person)",,18,9,"Developer, full-stack",100 to 499 employees,Portugal,Clojure;Go;Ruby;TypeScript,Bing AI;ChatGPT,GitHub Copilot,9.0,"Information Services, IT, Software Development, or other Technology",71750.0
,25-34 years old,,Remote,,8,7,"Developer, full-stack",100 to 499 employees,India,C#;JavaScript;SQL;TypeScript,ChatGPT;Google Bard AI,GitHub Copilot,7.0,Healthcare,34533.0
,25-34 years old,,Remote,,12,7,"Developer, full-stack",20 to 99 employees,Lithuania,HTML/CSS;JavaScript;SQL;TypeScript,ChatGPT,GitHub Copilot,7.0,"Manufacturing, Transportation, or Supply Chain",70152.0
,25-34 years old,,Remote,,3,1,"Developer, front-end","10,000 or more employees",Hungary,HTML/CSS;JavaScript,Bing AI;ChatGPT,GitHub Copilot,1.0,"Information Services, IT, Software Development, or other Technology",13922.0
,35-44 years old,,"Hybrid (some remote, some in-person)",,7,6,"Developer, full-stack",20 to 99 employees,United States of America,C#;F#;HTML/CSS;JavaScript;TypeScript,ChatGPT,GitHub Copilot,6.0,"Information Services, IT, Software Development, or other Technology",100000.0
,25-34 years old,,Remote,,11,11,"Developer, full-stack","10,000 or more employees",United Kingdom of Great Britain and Northern Ireland,HTML/CSS;JavaScript;Python;TypeScript,ChatGPT,GitHub Copilot,11.0,Retail and Consumer Services,186207.0
,35-44 years old,,Remote,,18,13,"Developer, back-end",20 to 99 employees,Ireland,Clojure;HTML/CSS;JavaScript;SQL;TypeScript,ChatGPT,GitHub Copilot,13.0,"Information Services, IT, Software Development, or other Technology",155280.0
,25-34 years old,,"Hybrid (some remote, some in-person)",,7,2,"Developer, front-end","10,000 or more employees",Belgium,HTML/CSS;JavaScript;TypeScript,ChatGPT,AWS CodeWhisperer;GitHub Copilot,1.0,Financial Services,48190.0
,25-34 years old,,"Hybrid (some remote, some in-person)",,10,8,"Developer, desktop or enterprise applications",20 to 99 employees,United States of America,C#;C++;Python,ChatGPT;Google Bard AI,GitHub Copilot,8.0,"Information Services, IT, Software Development, or other Technology",90000.0
,55-64 years old,,Remote,,33,30,"Developer, full-stack",20 to 99 employees,Germany,Bash/Shell (all shells);C#;Delphi;JavaScript;PowerShell;Python;SQL,ChatGPT,GitHub Copilot;Tabnine,38.0,"Information Services, IT, Software Development, or other Technology",64254.0
,25-34 years old,,Remote,,5,2,"Developer, full-stack",2 to 9 employees,United Kingdom of Great Britain and Northern Ireland,HTML/CSS;JavaScript;PHP,ChatGPT,GitHub Copilot,11.0,"Information Services, IT, Software Development, or other Technology",37241.0
,25-34 years old,,"Hybrid (some remote, some in-person)",,5,5,Research & Development role,"10,000 or more employees",United States of America,C;Go;Python;SQL,ChatGPT;WolframAlpha,GitHub Copilot,5.0,Oil & Gas,150000.0
,25-34 years old,,Remote,,8,8,Data or business analyst,"10,000 or more employees",United States of America,HTML/CSS;JavaScript;Python;SQL;TypeScript;VBA,Bing AI;Google Bard AI,GitHub Copilot,15.0,Financial Services,115000.0
,25-34 years old,,Remote,,12,10,"Developer, full-stack","1,000 to 4,999 employees",India,HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,ChatGPT;You.com,GitHub Copilot,9.0,Financial Services,39986.0
,35-44 years old,,"Hybrid (some remote, some in-person)",,25,10,Engineering manager,20 to 99 employees,Germany,Bash/Shell (all shells);JavaScript;Python;TypeScript,ChatGPT;WolframAlpha,Synk Code,15.0,Legal Services,83530.0
,45-54 years old,,Remote,,25,25,Developer Advocate,"10,000 or more employees",Canada,Bash/Shell (all shells);HTML/CSS;JavaScript;TypeScript,ChatGPT,GitHub Copilot,25.0,"Information Services, IT, Software Development, or other Technology",111527.0
,18-24 years old,,"Hybrid (some remote, some in-person)",,6,3,"Developer, full-stack",100 to 499 employees,Mexico,Bash/Shell (all shells);C#;C++;Java;Python;TypeScript,ChatGPT,GitHub Copilot,3.0,"Information Services, IT, Software Development, or other Technology",17175.0
,35-44 years old,,In-person,,26,24,"Senior Executive (C-Suite, VP, etc.)",10 to 19 employees,United States of America,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;SQL;TypeScript,ChatGPT,GitHub Copilot,24.0,Retail and Consumer Services,125000.0
,45-54 years old,,In-person,,33,28,Research & Development role,20 to 99 employees,Canada,C#;Delphi;HTML/CSS;JavaScript;Lua;PowerShell;SQL,ChatGPT,AWS CodeWhisperer;GitHub Copilot,28.0,"Information Services, IT, Software Development, or other Technology",85504.0
,25-34 years old,,Remote,,18,10,"Developer, desktop or enterprise applications",2 to 9 employees,United States of America,Bash/Shell (all shells);Java;JavaScript;Python;SQL,ChatGPT;WolframAlpha,GitHub Copilot,10.0,"Information Services, IT, Software Development, or other Technology",120000.0
,35-44 years old,,Remote,,12,10,"Developer, mobile",100 to 499 employees,United States of America,HTML/CSS;JavaScript;SQL;TypeScript,ChatGPT,GitHub Copilot,10.0,"Information Services, IT, Software Development, or other Technology",175000.0
,35-44 years old,,Remote,,25,23,Engineering manager,500 to 999 employees,United States of America,C#;C++;Go;JavaScript;Swift;TypeScript,ChatGPT,GitHub Copilot,23.0,"Information Services, IT, Software Development, or other Technology",260000.0
,25-34 years old,,"Hybrid (some remote, some in-person)",,14,2,"Developer, full-stack","1,000 to 4,999 employees",Germany,Bash/Shell (all shells);C#;HTML/CSS;Java;JavaScript;Python;TypeScript,ChatGPT;Phind,GitHub Copilot,6.0,"Manufacturing, Transportation, or Supply Chain",128507.0
,18-24 years old,,"Hybrid (some remote, some in-person)",,7,3,"Developer, full-stack",20 to 99 employees,Estonia,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;SQL;TypeScript,ChatGPT,Tabnine,3.0,"Information Services, IT, Software Development, or other Technology",38552.0
,25-34 years old,,Remote,,8,6,"Developer, front-end",100 to 499 employees,Brazil,HTML/CSS;JavaScript;Lua;TypeScript,ChatGPT,GitHub Copilot,6.0,"Information Services, IT, Software Development, or other Technology",40575.0
,35-44 years old,,"Hybrid (some remote, some in-person)",,20,10,"Engineer, data","1,000 to 4,999 employees",United Kingdom of Great Britain and Northern Ireland,Go;Java;Scala,ChatGPT;Google Bard AI,GitHub Copilot,10.0,"Information Services, IT, Software Development, or other Technology",192414.0
,35-44 years old,,"Hybrid (some remote, some in-person)",,15,13,Research & Development role,100 to 499 employees,United States of America,Bash/Shell (all shells);HTML/CSS;JavaScript;Kotlin;Python;TypeScript,ChatGPT;Google Bard AI;WolframAlpha,GitHub Copilot,13.0,"Information Services, IT, Software Development, or other Technology",268536.0
,25-34 years old,,Remote,,12,8,"Developer, full-stack",500 to 999 employees,United States of America,Go;Kotlin;Rust;Swift;TypeScript,ChatGPT;Google Bard AI;Quora Poe,GitHub Copilot,8.0,"Information Services, IT, Software Development, or other Technology",250000.0
,25-34 years old,,Remote,,11,8,"Developer, full-stack",500 to 999 employees,France,Bash/Shell (all shells);Elixir;Go;HTML/CSS;JavaScript;Python;SQL;TypeScript,ChatGPT;WolframAlpha,GitHub Copilot,8.0,Retail and Consumer Services,91026.0
,18-24 years old,,In-person,,6,5,"Developer, full-stack",20 to 99 employees,United States of America,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL;TypeScript,ChatGPT,GitHub Copilot;Tabnine,5.0,Financial Services,90000.0
,18-24 years old,,In-person,,6,4,"Developer, full-stack",500 to 999 employees,United States of America,Bash/Shell (all shells);C#;Go;HTML/CSS;JavaScript;Lua;SQL,ChatGPT;Phind,AWS CodeWhisperer;GitHub Copilot,5.0,Healthcare,58000.0
,18-24 years old,,Remote,,10,5,"Developer, full-stack",20 to 99 employees,Brazil,Bash/Shell (all shells);Go;JavaScript;Lua;Rust;TypeScript,ChatGPT;You.com,Codeium,5.0,Healthcare,26780.0
,18-24 years old,,Remote,,8,2,"Developer, full-stack",100 to 499 employees,United States of America,HTML/CSS;JavaScript;PHP,ChatGPT,GitHub Copilot,2.0,Legal Services,52000.0
,35-44 years old,,Remote,,24,20,"Developer, back-end","1,000 to 4,999 employees",Portugal,Bash/Shell (all shells);C#;JavaScript;Kotlin;Python;Rust;SQL,ChatGPT,GitHub Copilot,20.0,"Manufacturing, Transportation, or Supply Chain",96381.0
,18-24 years old,,Remote,,4,1,"Developer, back-end",100 to 499 employees,India,Python,ChatGPT,Tabnine,1.0,"Information Services, IT, Software Development, or other Technology",20599.0
,25-34 years old,,Remote,,10,8,"Developer, back-end","1,000 to 4,999 employees",United States of America,Bash/Shell (all shells);C#;GDScript;Go;Groovy;HTML/CSS;Java;JavaScript;Python;Ruby;SQL,Bing AI;ChatGPT,GitHub Copilot,8.0,Healthcare,155000.0
,25-34 years old,,Remote,,4,2,"Developer, full-stack",100 to 499 employees,Canada,Bash/Shell (all shells);HTML/CSS;JavaScript;TypeScript,Bing AI;ChatGPT,GitHub Copilot,2.0,"Information Services, IT, Software Development, or other Technology",66916.0
,25-34 years old,,Remote,,5,4,"Developer, full-stack",100 to 499 employees,United States of America,C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,ChatGPT,GitHub Copilot,4.0,"Information Services, IT, Software Development, or other Technology",83000.0
,25-34 years old,,Remote,,3,1,"Developer, full-stack",2 to 9 employees,Peru,HTML/CSS;JavaScript;PHP,ChatGPT,GitHub Copilot,2.0,Higher Education,4075.0
,25-34 years old,,"Hybrid (some remote, some in-person)",,10,2,"Developer, full-stack",100 to 499 employees,Canada,Bash/Shell (all shells);Haskell;Lisp;Prolog,Bing AI;ChatGPT;Google Bard AI;Perplexity AI;WolframAlpha;You.com,GitHub Copilot;Tabnine,5.0,Healthcare,52046.0
,35-44 years old,,Remote,,25,13,"Developer, full-stack",2 to 9 employees,Canada,C#;TypeScript,ChatGPT,GitHub Copilot,20.0,Oil & Gas,111527.0
,25-34 years old,,Remote,,11,11,"Developer, full-stack","1,000 to 4,999 employees",Brazil,C++;HTML/CSS;Java;JavaScript;SQL;TypeScript,ChatGPT,GitHub Copilot,11.0,Insurance,48690.0
,25-34 years old,,"Hybrid (some remote, some in-person)",,16,12,Engineering manager,"10,000 or more employees",Germany,Bash/Shell (all shells);Go;Groovy;HTML/CSS;TypeScript,Bing AI;ChatGPT;WolframAlpha,GitHub Copilot,13.0,"Information Services, IT, Software Development, or other Technology",117798.0
,25-34 years old,,Remote,,10,3,"Developer, full-stack",20 to 99 employees,United States of America,Bash/Shell (all shells);C#;JavaScript;PHP;PowerShell;Python;Rust;SQL;TypeScript;Visual Basic (.Net),Bing AI;ChatGPT,AWS CodeWhisperer,3.0,"Information Services, IT, Software Development, or other Technology",70000.0
,25-34 years old,,Remote,,13,5,"Developer, back-end","1,000 to 4,999 employees",Spain,C#;HTML/CSS;JavaScript;PHP;SQL;Visual Basic (.Net),Bing AI;ChatGPT,GitHub Copilot,4.0,Healthcare,35340.0
,18-24 years old,,"Hybrid (some remote, some in-person)",,6,2,"Developer, back-end",10 to 19 employees,Nigeria,C;C#;HTML/CSS;Python;SQL,Bing AI;ChatGPT;Google Bard AI,GitHub Copilot,2.0,Financial Services,1820.0
,35-44 years old,,Remote,,6,6,"Developer, full-stack",500 to 999 employees,United States of America,HTML/CSS;JavaScript;Python;SQL;TypeScript,ChatGPT,GitHub Copilot,14.0,Financial Services,195000.0
,18-24 years old,,In-person,,5,1,"Developer, back-end",500 to 999 employees,Russian Federation,C#;HTML/CSS;JavaScript;SQL;TypeScript,Bing AI;ChatGPT;Google Bard AI,AWS CodeWhisperer,1.0,"Information Services, IT, Software Development, or other Technology",155934.0
,35-44 years old,,Remote,,25,24,"Senior Executive (C-Suite, VP, etc.)",10 to 19 employees,United States of America,C#;HTML/CSS;JavaScript;SQL,Bing AI;Google Bard AI;Phind,GitHub Copilot,24.0,Healthcare,247250.0
,35-44 years old,,In-person,,20,16,DevOps specialist,100 to 499 employees,Mexico,HTML/CSS;JavaScript;PHP;SQL,ChatGPT;Google Bard AI;Perplexity AI;You.com,GitHub Copilot,8.0,Higher Education,27480.0
,18-24 years old,,"Hybrid (some remote, some in-person)",,16,3,"Developer, back-end","10,000 or more employees",United Kingdom of Great Britain and Northern Ireland,Bash/Shell (all shells);C#;Python;Rust,Bing AI;ChatGPT,GitHub Copilot,4.0,"Information Services, IT, Software Development, or other Technology",124138.0
,25-34 years old,,Remote,,17,7,"Developer, full-stack",20 to 99 employees,United Kingdom of Great Britain and Northern Ireland,Bash/Shell (all shells);C;C#;C++;HTML/CSS;JavaScript;Lua;Python;Rust;SQL;TypeScript,Bing AI;ChatGPT;Google Bard AI,AWS CodeWhisperer;GitHub Copilot;Synk Code;Tabnine,9.0,Advertising Services,86897.0
,35-44 years old,,Remote,,18,12,"Developer, back-end",20 to 99 employees,Poland,Clojure;Java;JavaScript,Bing AI;ChatGPT,GitHub Copilot,12.0,Financial Services,107668.0
,25-34 years old,,Remote,,9,6,"Developer, front-end",10 to 19 employees,Indonesia,HTML/CSS;JavaScript;Ruby,ChatGPT;Quora Poe,GitHub Copilot,7.0,"Information Services, IT, Software Development, or other Technology",485.0
,35-44 years old,,Remote,,15,10,"Developer, full-stack",2 to 9 employees,United Kingdom of Great Britain and Northern Ireland,Bash/Shell (all shells);Go;JavaScript;Lua;PHP;Ruby;Rust;SQL;TypeScript,ChatGPT;Google Bard AI,GitHub Copilot;Tabnine,10.0,"Information Services, IT, Software Development, or other Technology",39724.0
,35-44 years old,,Remote,,20,13,"Developer, back-end","1,000 to 4,999 employees",United Kingdom of Great Britain and Northern Ireland,Assembly;C;Java;Python;Rust;SQL,Bing AI;ChatGPT;WolframAlpha,GitHub Copilot;Tabnine,20.0,Financial Services,198621.0
,35-44 years old,,"Hybrid (some remote, some in-person)",,15,10,DevOps specialist,"10,000 or more employees",Netherlands,Bash/Shell (all shells);Go;Lua;PowerShell;Python;Rust,ChatGPT,GitHub Copilot,25.0,Retail and Consumer Services,107090.0
,25-34 years old,,"Hybrid (some remote, some in-person)",,16,12,"Developer, back-end","1,000 to 4,999 employees",Sweden,Bash/Shell (all shells);C#;HTML/CSS;Java;PowerShell;Python;TypeScript,Bing AI;ChatGPT;WolframAlpha,Codeium;GitHub Copilot,12.0,Financial Services,89972.0
,18-24 years old,,In-person,,4,3,"Developer, full-stack",20 to 99 employees,Kenya,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;SQL;TypeScript,Bing AI;ChatGPT,GitHub Copilot,3.0,"Information Services, IT, Software Development, or other Technology",2882.0
,25-34 years old,,"Hybrid (some remote, some in-person)",,3,3,Other (please specify):,20 to 99 employees,United Kingdom of Great Britain and Northern Ireland,HTML/CSS;JavaScript;Lua;Python;Rust;SQL;TypeScript;VBA,ChatGPT;WolframAlpha,GitHub Copilot,5.0,Retail and Consumer Services,33517.0
,25-34 years old,,"Hybrid (some remote, some in-person)",,15,9,"Developer, game or graphics",10 to 19 employees,Canada,C#;F#;GDScript;HTML/CSS;Lua;Rust,ChatGPT,GitHub Copilot,15.0,"Information Services, IT, Software Development, or other Technology",46098.0
,25-34 years old,,Remote,,13,10,"Developer, back-end",500 to 999 employees,United States of America,Bash/Shell (all shells);C++;Groovy;Java;Python,ChatGPT,GitHub Copilot,10.0,"Information Services, IT, Software Development, or other Technology",260000.0
,25-34 years old,,In-person,,10,5,"Developer, back-end",10 to 19 employees,Turkey,Go;Python;SQL,ChatGPT;Google Bard AI,GitHub Copilot,5.0,"Information Services, IT, Software Development, or other Technology",25384.0
,25-34 years old,,Remote,,17,10,"Developer, full-stack","5,000 to 9,999 employees",United Kingdom of Great Britain and Northern Ireland,Bash/Shell (all shells);C#;GDScript;Go;HTML/CSS;JavaScript;Lua;Ruby;SQL;TypeScript,ChatGPT;Google Bard AI,GitHub Copilot,10.0,Retail and Consumer Services,91862.0
,25-34 years old,,Remote,,8,3,"Developer, front-end","5,000 to 9,999 employees",United States of America,HTML/CSS;JavaScript;Lua;Perl;Python;TypeScript,ChatGPT,Codeium,4.0,"Information Services, IT, Software Development, or other Technology",140000.0
,25-34 years old,,Remote,,8,7,Engineering manager,100 to 499 employees,United States of America,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;SQL;TypeScript,ChatGPT;Google Bard AI,GitHub Copilot,10.0,Financial Services,200000.0
,25-34 years old,,"Hybrid (some remote, some in-person)",,6,1,"Developer, desktop or enterprise applications",100 to 499 employees,United States of America,C#,ChatGPT;Google Bard AI,GitHub Copilot,1.0,Healthcare,91520.0
,25-34 years old,,"Hybrid (some remote, some in-person)",,6,2,"Developer, desktop or enterprise applications",100 to 499 employees,United States of America,C#;PowerShell,ChatGPT,GitHub Copilot,3.0,Healthcare,100000.0
,18-24 years old,,"Hybrid (some remote, some in-person)",,10,4,"Developer, full-stack",20 to 99 employees,France,HTML/CSS;PHP;Rust;SQL;TypeScript,ChatGPT,GitHub Copilot,4.0,"Information Services, IT, Software Development, or other Technology",42836.0
,25-34 years old,,Remote,,10,8,"Developer, full-stack","1,000 to 4,999 employees",Brazil,Java;JavaScript;Kotlin;Python;SQL,Bing AI;ChatGPT;You.com,GitHub Copilot,8.0,"Information Services, IT, Software Development, or other Technology",81150.0
,25-34 years old,,"Hybrid (some remote, some in-person)",,8,4,"Developer, full-stack",20 to 99 employees,Serbia,JavaScript;PHP;TypeScript,ChatGPT,GitHub Copilot,4.0,"Information Services, IT, Software Development, or other Technology",34269.0
,25-34 years old,,Remote,,4,2,"Developer, full-stack",20 to 99 employees,Peru,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Lua;Python;Ruby;SQL;TypeScript,ChatGPT,GitHub Copilot,2.0,"Information Services, IT, Software Development, or other Technology",33962.0
,35-44 years old,,Remote,,22,22,"Developer, full-stack",20 to 99 employees,United States of America,HTML/CSS;JavaScript;SQL;TypeScript,ChatGPT,GitHub Copilot,22.0,Healthcare,186000.0
,25-34 years old,,Remote,,7,5,"Developer, full-stack",100 to 499 employees,United States of America,JavaScript;Rust;SQL;TypeScript,Phind,GitHub Copilot,5.0,Healthcare,165000.0
,25-34 years old,,Remote,,12,8,"Developer, full-stack",2 to 9 employees,Canada,HTML/CSS;SQL;Swift;TypeScript,ChatGPT,GitHub Copilot,8.0,Healthcare,96657.0
,25-34 years old,,"Hybrid (some remote, some in-person)",,10,5,Developer Advocate,"1,000 to 4,999 employees",South Africa,C#;HTML/CSS;Java;JavaScript;SQL;Swift,ChatGPT,GitHub Copilot,6.0,"Information Services, IT, Software Development, or other Technology",49797.0
,18-24 years old,,Remote,,10,3,Hardware Engineer,"10,000 or more employees",Canada,Assembly;Bash/Shell (all shells);C;C++;Java;JavaScript;Lua;Python;Rust,ChatGPT;WolframAlpha,GitHub Copilot;Tabnine,3.0,"Information Services, IT, Software Development, or other Technology",81787.0
,18-24 years old,,"Hybrid (some remote, some in-person)",,6,6,"Developer, back-end",2 to 9 employees,Lebanon,HTML/CSS;Java;JavaScript;PHP;Python;TypeScript,ChatGPT,GitHub Copilot,3.0,Retail and Consumer Services,24000.0
,45-54 years old,,Remote,,37,29,Other (please specify):,500 to 999 employees,United States of America,Bash/Shell (all shells);C;C#;C++;HTML/CSS;JavaScript;Objective-C;PHP;PowerShell;Python;Ruby;SAS;SQL,ChatGPT,GitHub Copilot,29.0,Healthcare,160000.0
,35-44 years old,,"Hybrid (some remote, some in-person)",,18,13,"Developer, full-stack",2 to 9 employees,Chile,C;C#;C++;Go;HTML/CSS;Java;JavaScript;MATLAB;PHP;Prolog;Python;R;Rust;SQL;TypeScript,ChatGPT;Google Bard AI,AWS CodeWhisperer,13.0,"Information Services, IT, Software Development, or other Technology",3499.0
,25-34 years old,,Remote,,4,2,Other (please specify):,"1,000 to 4,999 employees",Canada,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL;TypeScript,ChatGPT;Google Bard AI,GitHub Copilot;Tabnine,2.0,Financial Services,63199.0
,25-34 years old,,"Hybrid (some remote, some in-person)",,10,4,Other (please specify):,2 to 9 employees,Romania,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL,ChatGPT,GitHub Copilot,4.0,"Information Services, IT, Software Development, or other Technology",33661.0
,25-34 years old,,"Hybrid (some remote, some in-person)",,16,10,Other (please specify):,100 to 499 employees,Serbia,Bash/Shell (all shells);C#;PowerShell;SQL,ChatGPT,GitHub Copilot,10.0,"Information Services, IT, Software Development, or other Technology",77104.0
,25-34 years old,,"Hybrid (some remote, some in-person)",,6,4,"Developer, back-end",10 to 19 employees,Nigeria,JavaScript;PHP;SQL,ChatGPT,GitHub Copilot,6.0,"Information Services, IT, Software Development, or other Technology",10831.0
,35-44 years old,,Remote,,15,10,"Developer, full-stack",10 to 19 employees,France,JavaScript;Ruby,ChatGPT,GitHub Copilot,10.0,"Information Services, IT, Software Development, or other Technology",44978.0
,25-34 years old,,Remote,,16,15,Other (please specify):,"10,000 or more employees",United States of America,C#;Go;HTML/CSS;JavaScript;Python;SQL;TypeScript,ChatGPT,GitHub Copilot,16.0,"Manufacturing, Transportation, or Supply Chain",200000.0
,35-44 years old,,"Hybrid (some remote, some in-person)",,20,16,"Developer, full-stack",20 to 99 employees,United Kingdom of Great Britain and Northern Ireland,TypeScript,ChatGPT,GitHub Copilot,18.0,"Information Services, IT, Software Development, or other Technology",111724.0
,45-54 years old,,Remote,,26,24,"Developer, back-end",2 to 9 employees,Italy,C#;JavaScript;Python,ChatGPT,GitHub Copilot,24.0,Advertising Services,77104.0
